"source","mode","target","id"
"sigD","activation","cheY","sigDcheYactivation"
"sigD","activation","swrD","sigDswrDactivation"
"sigD","activation","swrB","sigDswrBactivation"
"sigD","activation","fliI","sigDfliIactivation"
"sigD","activation","fliK","sigDfliKactivation"
"sigD","activation","fliH","sigDfliHactivation"
"sigD","activation","fliJ","sigDfliJactivation"
"sigD","activation","flhB","sigDflhBactivation"
"sigD","activation","cheA","sigDcheAactivation"
"sigD","activation","fliP","sigDfliPactivation"
"sigD","activation","sigD","sigDsigDactivation"
"sigD","activation","fliE","sigDfliEactivation"
"sigD","activation","flgD","sigDflgDactivation"
"sigD","activation","cheW","sigDcheWactivation"
"sigD","activation","fliG","sigDfliGactivation"
"sigD","activation","flhA","sigDflhAactivation"
"sigD","activation","fliR","sigDfliRactivation"
"sigD","activation","fliQ","sigDfliQactivation"
"sigD","activation","cheB","sigDcheBactivation"
"sigD","activation","flhF","sigDflhFactivation"
"sigD","activation","cheD","sigDcheDactivation"
"sigD","activation","fliZ","sigDfliZactivation"
"sigD","activation","flgC","sigDflgCactivation"
"sigD","activation","flhG","sigDflhGactivation"
"sigD","activation","flgE","sigDflgEactivation"
"sigD","activation","cheC","sigDcheCactivation"
"sigD","activation","ylxF","sigDylxFactivation"
"sigD","activation","fliF","sigDfliFactivation"
"codY","repression","flgB","codYflgBrepression"
"codY","repression","fliM","codYfliMrepression"
"codY","repression","fliL","codYfliLrepression"
"codY","repression","fliY","codYfliYrepression"
"codY","repression","cheY","codYcheYrepression"
"codY","repression","swrD","codYswrDrepression"
"codY","repression","swrB","codYswrBrepression"
"codY","repression","fliI","codYfliIrepression"
"codY","repression","fliK","codYfliKrepression"
"codY","repression","fliH","codYfliHrepression"
"codY","repression","fliJ","codYfliJrepression"
"codY","repression","flhB","codYflhBrepression"
"codY","repression","cheA","codYcheArepression"
"codY","repression","fliP","codYfliPrepression"
"codY","repression","sigD","codYsigDrepression"
"codY","repression","fliE","codYfliErepression"
"codY","repression","flgD","codYflgDrepression"
"codY","repression","cheW","codYcheWrepression"
"codY","repression","fliG","codYfliGrepression"
"codY","repression","flhA","codYflhArepression"
"codY","repression","fliR","codYfliRrepression"
"codY","repression","fliQ","codYfliQrepression"
"codY","repression","cheB","codYcheBrepression"
"codY","repression","flhF","codYflhFrepression"
"codY","repression","cheD","codYcheDrepression"
"codY","repression","fliZ","codYfliZrepression"
"codY","repression","flgC","codYflgCrepression"
"codY","repression","flhG","codYflhGrepression"
"codY","repression","flgE","codYflgErepression"
"codY","repression","cheC","codYcheCrepression"
"codY","repression","ylxF","codYylxFrepression"
"codY","repression","fliF","codYfliFrepression"
"degU","repression","flgB","degUflgBrepression"
"degU","repression","fliM","degUfliMrepression"
"degU","repression","fliL","degUfliLrepression"
"degU","repression","fliY","degUfliYrepression"
"degU","repression","cheY","degUcheYrepression"
"degU","repression","swrD","degUswrDrepression"
"degU","repression","swrB","degUswrBrepression"
"degU","repression","fliI","degUfliIrepression"
"degU","repression","fliK","degUfliKrepression"
"degU","repression","fliH","degUfliHrepression"
"degU","repression","fliJ","degUfliJrepression"
"degU","repression","flhB","degUflhBrepression"
"degU","repression","cheA","degUcheArepression"
"degU","repression","fliP","degUfliPrepression"
"degU","repression","sigD","degUsigDrepression"
"degU","repression","fliE","degUfliErepression"
"degU","repression","flgD","degUflgDrepression"
"degU","repression","cheW","degUcheWrepression"
"degU","repression","fliG","degUfliGrepression"
"degU","repression","flhA","degUflhArepression"
"degU","repression","fliR","degUfliRrepression"
"degU","repression","fliQ","degUfliQrepression"
"degU","repression","cheB","degUcheBrepression"
"degU","repression","flhF","degUflhFrepression"
"degU","repression","cheD","degUcheDrepression"
"degU","repression","fliZ","degUfliZrepression"
"degU","repression","flgC","degUflgCrepression"
"degU","repression","flhG","degUflhGrepression"
"degU","repression","flgE","degUflgErepression"
"degU","repression","cheC","degUcheCrepression"
"degU","repression","ylxF","degUylxFrepression"
"degU","repression","fliF","degUfliFrepression"
"sigB","activation","katE","sigBkatEactivation"
"sigB","activation","yxiS","sigByxiSactivation"
"S-box","repression","metK","S-boxmetKrepression"
"sigA","activation","lutB","sigAlutBactivation"
"sigA","activation","lutC","sigAlutCactivation"
"sigA","activation","lutA","sigAlutAactivation"
"sinR","repression","lutB","sinRlutBrepression"
"sinR","repression","lutC","sinRlutCrepression"
"sinR","repression","lutA","sinRlutArepression"
"lutR","repression","lutB","lutRlutBrepression"
"lutR","repression","lutC","lutRlutCrepression"
"lutR","repression","lutA","lutRlutArepression"
"sigA","activation","dppB","sigAdppBactivation"
"sigA","activation","dppD","sigAdppDactivation"
"sigA","activation","dppE","sigAdppEactivation"
"sigA","activation","dppA","sigAdppAactivation"
"sigA","activation","dppC","sigAdppCactivation"
"codY","repression","dppB","codYdppBrepression"
"codY","repression","dppD","codYdppDrepression"
"codY","repression","dppE","codYdppErepression"
"codY","repression","dppA","codYdppArepression"
"codY","repression","dppC","codYdppCrepression"
"rok","repression","yybN","rokyybNrepression"
"rok","repression","yybJ","rokyybJrepression"
"rok","repression","yybK","rokyybKrepression"
"rok","repression","yybM","rokyybMrepression"
"rok","repression","yybL","rokyybLrepression"
"dnaA","repression","yybN","dnaAyybNrepression"
"dnaA","repression","yybJ","dnaAyybJrepression"
"dnaA","repression","yybK","dnaAyybKrepression"
"dnaA","repression","yybM","dnaAyybMrepression"
"dnaA","repression","yybL","dnaAyybLrepression"
"sigE","activation","pbpI","sigEpbpIactivation"
"sigE","activation","yrrS","sigEyrrSactivation"
"sigF","activation","pbpI","sigFpbpIactivation"
"sigF","activation","yrrS","sigFyrrSactivation"
"abrB","repression","bmrC","abrBbmrCrepression"
"abrB","repression","bmrD","abrBbmrDrepression"
"abrB","repression","bmrB","abrBbmrBrepression"
"resD","activation","ctaD","resDctaDactivation"
"resD","activation","ctaF","resDctaFactivation"
"resD","activation","ctaC","resDctaCactivation"
"resD","activation","ctaB","resDctaBactivation"
"resD","activation","ctaG","resDctaGactivation"
"resD","activation","ctaE","resDctaEactivation"
"abh","repression","ctaD","abhctaDrepression"
"abh","repression","ctaF","abhctaFrepression"
"abh","repression","ctaC","abhctaCrepression"
"abh","repression","ctaB","abhctaBrepression"
"abh","repression","ctaG","abhctaGrepression"
"abh","repression","ctaE","abhctaErepression"
"ccpA","repression","ctaD","ccpActaDrepression"
"ccpA","repression","ctaF","ccpActaFrepression"
"ccpA","repression","ctaC","ccpActaCrepression"
"ccpA","repression","ctaB","ccpActaBrepression"
"ccpA","repression","ctaG","ccpActaGrepression"
"ccpA","repression","ctaE","ccpActaErepression"
"abrB","repression","ctaD","abrBctaDrepression"
"abrB","repression","ctaF","abrBctaFrepression"
"abrB","repression","ctaC","abrBctaCrepression"
"abrB","repression","ctaB","abrBctaBrepression"
"abrB","repression","ctaG","abrBctaGrepression"
"abrB","repression","ctaE","abrBctaErepression"
"sdpR","activation","fadA","sdpRfadAactivation"
"sdpR","activation","fadN","sdpRfadNactivation"
"sdpR","activation","fadE","sdpRfadEactivation"
"sigA","activation","fadA","sigAfadAactivation"
"sigA","activation","fadN","sigAfadNactivation"
"sigA","activation","fadE","sigAfadEactivation"
"fadR","repression","fadA","fadRfadArepression"
"fadR","repression","fadN","fadRfadNrepression"
"fadR","repression","fadE","fadRfadErepression"
"ccpA","repression","fadA","ccpAfadArepression"
"ccpA","repression","fadN","ccpAfadNrepression"
"ccpA","repression","fadE","ccpAfadErepression"
"sigL","activation","rocD","sigLrocDactivation"
"sigL","activation","rocE","sigLrocEactivation"
"sigL","activation","rocF","sigLrocFactivation"
"spo0A","repression","rocD","spo0ArocDrepression"
"spo0A","repression","rocE","spo0ArocErepression"
"spo0A","repression","rocF","spo0ArocFrepression"
"ahrC","activation","rocD","ahrCrocDactivation"
"ahrC","activation","rocE","ahrCrocEactivation"
"ahrC","activation","rocF","ahrCrocFactivation"
"codY","repression","rocD","codYrocDrepression"
"codY","repression","rocE","codYrocErepression"
"codY","repression","rocF","codYrocFrepression"
"rocR","activation","rocD","rocRrocDactivation"
"rocR","activation","rocE","rocRrocEactivation"
"rocR","activation","rocF","rocRrocFactivation"
"G-box","repression","nupG","G-boxnupGrepression"
"spo0A","activation","sinI","spo0AsinIactivation"
"spo0A","activation","sinR","spo0AsinRactivation"
"sigA","activation","sinI","sigAsinIactivation"
"sigA","activation","sinR","sigAsinRactivation"
"sinR","repression","sinI","sinRsinIrepression"
"sinR","repression","sinR","sinRsinRrepression"
"abrB","repression","sinI","abrBsinIrepression"
"abrB","repression","sinR","abrBsinRrepression"
"scoC","repression","sinI","scoCsinIrepression"
"scoC","repression","sinR","scoCsinRrepression"
"yybP-ykoY motif","activation","yybP","yybP-ykoY motifyybPactivation"
"sigA","activation","levB","sigAlevBactivation"
"sigA","activation","sacB","sigAsacBactivation"
"degU","activation","levB","degUlevBactivation"
"degU","activation","sacB","degUsacBactivation"
"sacY","activation","levB","sacYlevBactivation"
"sacY","activation","sacB","sacYsacBactivation"
"sigA","activation","scr","sigAscractivation"
"sigA","activation","yaaJ","sigAyaaJactivation"
"sigA","activation","ycnI","sigAycnIactivation"
"sigA","activation","ycnK","sigAycnKactivation"
"sigA","activation","ycnJ","sigAycnJactivation"
"ycnK","repression","ycnI","ycnKycnIrepression"
"ycnK","repression","ycnK","ycnKycnKrepression"
"ycnK","repression","ycnJ","ycnKycnJrepression"
"abrB","repression","ycnI","abrBycnIrepression"
"abrB","repression","ycnK","abrBycnKrepression"
"abrB","repression","ycnJ","abrBycnJrepression"
"gerE","repression","ytcA","gerEytcArepression"
"gerE","repression","ytcC","gerEytcCrepression"
"gerE","repression","ytcB","gerEytcBrepression"
"sigK","activation","ytcA","sigKytcAactivation"
"sigK","activation","ytcC","sigKytcCactivation"
"sigK","activation","ytcB","sigKytcBactivation"
"codY","repression","ilvA","codYilvArepression"
"codY","repression","ypmP","codYypmPrepression"
"sigW","activation","ydjO","sigWydjOactivation"
"sigW","activation","ydjP","sigWydjPactivation"
"sigW","activation","yeaA","sigWyeaAactivation"
"sigE","activation","ydjO","sigEydjOactivation"
"sigE","activation","ydjP","sigEydjPactivation"
"sigE","activation","yeaA","sigEyeaAactivation"
"ccpA","repression","msmX","ccpAmsmXrepression"
"ccpA","repression","yxkF","ccpAyxkFrepression"
"rok","repression","bdbB","rokbdbBrepression"
"rok","repression","sunA","roksunArepression"
"rok","repression","sunT","roksunTrepression"
"rok","repression","yolJ","rokyolJrepression"
"rok","repression","bdbA","rokbdbArepression"
"abh","activation","bdbB","abhbdbBactivation"
"abh","activation","sunA","abhsunAactivation"
"abh","activation","sunT","abhsunTactivation"
"abh","activation","yolJ","abhyolJactivation"
"abh","activation","bdbA","abhbdbAactivation"
"dnaA","repression","bdbB","dnaAbdbBrepression"
"dnaA","repression","sunA","dnaAsunArepression"
"dnaA","repression","sunT","dnaAsunTrepression"
"dnaA","repression","yolJ","dnaAyolJrepression"
"dnaA","repression","bdbA","dnaAbdbArepression"
"yvrHb","activation","bdbB","yvrHbbdbBactivation"
"yvrHb","activation","sunA","yvrHbsunAactivation"
"yvrHb","activation","sunT","yvrHbsunTactivation"
"yvrHb","activation","yolJ","yvrHbyolJactivation"
"yvrHb","activation","bdbA","yvrHbbdbAactivation"
"abrB","repression","bdbB","abrBbdbBrepression"
"abrB","repression","sunA","abrBsunArepression"
"abrB","repression","sunT","abrBsunTrepression"
"abrB","repression","yolJ","abrByolJrepression"
"abrB","repression","bdbA","abrBbdbArepression"
"sigA","activation","bglP","sigAbglPactivation"
"sigA","activation","yxiE","sigAyxiEactivation"
"sigA","activation","bglH","sigAbglHactivation"
"ccpA","repression","bglP","ccpAbglPrepression"
"ccpA","repression","yxiE","ccpAyxiErepression"
"ccpA","repression","bglH","ccpAbglHrepression"
"licT","activation","bglP","licTbglPactivation"
"licT","activation","yxiE","licTyxiEactivation"
"licT","activation","bglH","licTbglHactivation"
"sigF","activation","gerW","sigFgerWactivation"
"sigF","activation","ytfI","sigFytfIactivation"
"sigA","activation","leuD","sigAleuDactivation"
"sigA","activation","leuB","sigAleuBactivation"
"sigA","activation","leuA","sigAleuAactivation"
"sigA","activation","ilvH","sigAilvHactivation"
"sigA","activation","leuC","sigAleuCactivation"
"sigA","activation","ilvB","sigAilvBactivation"
"sigA","activation","ilvC","sigAilvCactivation"
"tnrA","repression","leuD","tnrAleuDrepression"
"tnrA","repression","leuB","tnrAleuBrepression"
"tnrA","repression","leuA","tnrAleuArepression"
"tnrA","repression","ilvH","tnrAilvHrepression"
"tnrA","repression","leuC","tnrAleuCrepression"
"tnrA","repression","ilvB","tnrAilvBrepression"
"tnrA","repression","ilvC","tnrAilvCrepression"
"codY","repression","leuD","codYleuDrepression"
"codY","repression","leuB","codYleuBrepression"
"codY","repression","leuA","codYleuArepression"
"codY","repression","ilvH","codYilvHrepression"
"codY","repression","leuC","codYleuCrepression"
"codY","repression","ilvB","codYilvBrepression"
"codY","repression","ilvC","codYilvCrepression"
"ccpA","activation","leuD","ccpAleuDactivation"
"ccpA","activation","leuB","ccpAleuBactivation"
"ccpA","activation","leuA","ccpAleuAactivation"
"ccpA","activation","ilvH","ccpAilvHactivation"
"ccpA","activation","leuC","ccpAleuCactivation"
"ccpA","activation","ilvB","ccpAilvBactivation"
"ccpA","activation","ilvC","ccpAilvCactivation"
"sigA","activation","ywdA","sigAywdAactivation"
"sigA","activation","sacA","sigAsacAactivation"
"sigA","activation","sacP","sigAsacPactivation"
"sacT","activation","ywdA","sacTywdAactivation"
"sacT","activation","sacA","sacTsacAactivation"
"sacT","activation","sacP","sacTsacPactivation"
"ccpA","repression","ywdA","ccpAywdArepression"
"ccpA","repression","sacA","ccpAsacArepression"
"ccpA","repression","sacP","ccpAsacPrepression"
"sigA","activation","yjmB","sigAyjmBactivation"
"sigA","activation","uxaC","sigAuxaCactivation"
"exuR","repression","yjmB","exuRyjmBrepression"
"exuR","repression","uxaC","exuRuxaCrepression"
"ccpA","repression","yjmB","ccpAyjmBrepression"
"ccpA","repression","uxaC","ccpAuxaCrepression"
"sigA","activation","valS","sigAvalSactivation"
"sigA","activation","folC","sigAfolCactivation"
"sigB","activation","ydaG","sigBydaGactivation"
"sigB","activation","ydaD","sigBydaDactivation"
"sigB","activation","ydaF","sigBydaFactivation"
"sigB","activation","ydaE","sigBydaEactivation"
"sigA","activation","ylxP","sigAylxPactivation"
"sigA","activation","infB","sigAinfBactivation"
"sigA","activation","rplGA","sigArplGAactivation"
"sigA","activation","nusA","sigAnusAactivation"
"sigA","activation","ylxS","sigAylxSactivation"
"sigA","activation","rbfA","sigArbfAactivation"
"sigA","activation","ylxR","sigAylxRactivation"
"sigB","activation","ylxP","sigBylxPactivation"
"sigB","activation","infB","sigBinfBactivation"
"sigB","activation","rplGA","sigBrplGAactivation"
"sigB","activation","nusA","sigBnusAactivation"
"sigB","activation","ylxS","sigBylxSactivation"
"sigB","activation","rbfA","sigBrbfAactivation"
"sigB","activation","ylxR","sigBylxRactivation"
"sigE","activation","yheC","sigEyheCactivation"
"sigE","activation","yheD","sigEyheDactivation"
"spoIIID","activation","yheC","spoIIIDyheCactivation"
"spoIIID","activation","yheD","spoIIIDyheDactivation"
"gerE","activation","cotW","gerEcotWactivation"
"gerE","activation","cotV","gerEcotVactivation"
"gerE","activation","cotX","gerEcotXactivation"
"sigK","activation","cotW","sigKcotWactivation"
"sigK","activation","cotV","sigKcotVactivation"
"sigK","activation","cotX","sigKcotXactivation"
"sigE","activation","cotW","sigEcotWactivation"
"sigE","activation","cotV","sigEcotVactivation"
"sigE","activation","cotX","sigEcotXactivation"
"spoIIID","activation","cotW","spoIIIDcotWactivation"
"spoIIID","activation","cotV","spoIIIDcotVactivation"
"spoIIID","activation","cotX","spoIIIDcotXactivation"
"sigA","activation","metI","sigAmetIactivation"
"sigA","activation","metC","sigAmetCactivation"
"ytrA","repression","ytrC","ytrAytrCrepression"
"ytrA","repression","ytrE","ytrAytrErepression"
"ytrA","repression","ytrA","ytrAytrArepression"
